epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,12707,0.92753,0.47888,0.8054,0.93034,0.79738,0.87692,0.64553,0.79848,0.39171,0.7953,0.004654,0.004654,0.004654
56,12931.6,0.92392,0.47684,0.80525,0.93098,0.79664,0.87666,0.64552,0.79807,0.39132,0.79518,0.004555,0.004555,0.004555
57,13165,0.91767,0.47225,0.80616,0.92872,0.79795,0.87659,0.64558,0.7977,0.39064,0.79511,0.004456,0.004456,0.004456
58,13396,0.91654,0.47284,0.80438,0.93269,0.79586,0.87713,0.6461,0.79734,0.39014,0.795,0.004357,0.004357,0.004357
59,13613,0.91198,0.46778,0.80639,0.92764,0.79969,0.87755,0.64705,0.79657,0.38932,0.79501,0.004258,0.004258,0.004258
60,13850.8,0.91416,0.46826,0.80579,0.92861,0.79901,0.87729,0.64677,0.79622,0.38886,0.79495,0.004159,0.004159,0.004159
61,14073.4,0.91389,0.46786,0.80416,0.92795,0.79927,0.87736,0.64694,0.79631,0.38871,0.79491,0.00406,0.00406,0.00406
62,14293,0.90321,0.46328,0.80513,0.92773,0.79966,0.87727,0.64717,0.79561,0.38822,0.79483,0.003961,0.003961,0.003961
63,14529.3,0.90079,0.46159,0.80325,0.92661,0.79983,0.87735,0.64744,0.79545,0.38796,0.7948,0.003862,0.003862,0.003862
64,14744.7,0.89998,0.46137,0.80353,0.92846,0.79925,0.87787,0.64798,0.79398,0.38758,0.79468,0.003763,0.003763,0.003763
65,14962.4,0.89515,0.45715,0.8036,0.92811,0.80006,0.87801,0.64858,0.79365,0.38718,0.79462,0.003664,0.003664,0.003664
66,15208.4,0.89381,0.45568,0.80237,0.92791,0.80039,0.87866,0.64861,0.79328,0.38677,0.79457,0.003565,0.003565,0.003565
67,15428.9,0.89358,0.45575,0.80252,0.92906,0.80015,0.87863,0.64917,0.79223,0.38609,0.79445,0.003466,0.003466,0.003466
68,15641.6,0.89017,0.45236,0.8022,0.93355,0.79558,0.87855,0.64949,0.79167,0.38602,0.79436,0.003367,0.003367,0.003367
69,15809.1,0.88854,0.44908,0.80348,0.93388,0.7961,0.87885,0.64974,0.79101,0.38577,0.79425,0.003268,0.003268,0.003268
