epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,8042.73,0.91432,0.47085,0.80508,0.93259,0.80132,0.88239,0.65246,0.78863,0.38811,0.79486,0.005842,0.005842,0.005842
44,8228.24,0.91356,0.47114,0.80187,0.9317,0.80344,0.88369,0.65396,0.7861,0.38673,0.79468,0.005743,0.005743,0.005743
45,8412.43,0.91308,0.46823,0.80443,0.93102,0.80368,0.88446,0.6536,0.78706,0.38612,0.79458,0.005644,0.005644,0.005644
46,8596.66,0.90922,0.46757,0.80384,0.92982,0.80517,0.88459,0.65445,0.78625,0.38574,0.79443,0.005545,0.005545,0.005545
47,8776.37,0.90851,0.46392,0.80326,0.93053,0.80444,0.88539,0.65529,0.78461,0.38397,0.79435,0.005446,0.005446,0.005446
48,8952.06,0.90358,0.46112,0.80137,0.93036,0.8059,0.88562,0.65565,0.78339,0.3832,0.79414,0.005347,0.005347,0.005347
49,9141.48,0.89837,0.45924,0.80176,0.93046,0.80493,0.88579,0.65636,0.78252,0.38253,0.79405,0.005248,0.005248,0.005248
50,9315.74,0.89981,0.45912,0.80384,0.93133,0.80574,0.88572,0.65672,0.78151,0.38173,0.79396,0.005149,0.005149,0.005149
51,9499.25,0.89673,0.45684,0.80159,0.93277,0.80368,0.88582,0.65738,0.78115,0.38174,0.79391,0.00505,0.00505,0.00505
52,9682.91,0.8925,0.45459,0.80225,0.93181,0.80371,0.88569,0.65748,0.78118,0.38081,0.79383,0.004951,0.004951,0.004951
53,9869.61,0.89147,0.45096,0.80111,0.93163,0.80331,0.88539,0.65772,0.77986,0.38005,0.79372,0.004852,0.004852,0.004852
54,10058.5,0.89072,0.45275,0.80222,0.93035,0.80402,0.88535,0.65832,0.77904,0.37926,0.79356,0.004753,0.004753,0.004753
55,10248.9,0.88921,0.44976,0.80155,0.93039,0.80445,0.88603,0.65863,0.7785,0.37877,0.79352,0.004654,0.004654,0.004654
