epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,14817.8,0.96966,0.4897,0.79604,0.90738,0.69597,0.80015,0.56837,0.84745,0.4178,0.78554,0.004555,0.004555,0.004555
57,15084,0.9623,0.4867,0.79559,0.90786,0.6954,0.80043,0.56903,0.84632,0.41744,0.78545,0.004456,0.004456,0.004456
58,15326.4,0.96282,0.48578,0.79603,0.90661,0.69601,0.80087,0.5692,0.8456,0.41697,0.78534,0.004357,0.004357,0.004357
59,15591.9,0.95851,0.48352,0.79376,0.90619,0.69667,0.80121,0.56987,0.84509,0.41649,0.78523,0.004258,0.004258,0.004258
60,15866.9,0.96226,0.48427,0.79393,0.90747,0.69638,0.80137,0.57004,0.84467,0.41618,0.78515,0.004159,0.004159,0.004159
61,16148.8,0.95386,0.48092,0.79433,0.90687,0.69671,0.80159,0.5702,0.84421,0.41563,0.78507,0.00406,0.00406,0.00406
62,16421.2,0.94982,0.47918,0.79399,0.90728,0.69695,0.80198,0.57119,0.84301,0.41532,0.78495,0.003961,0.003961,0.003961
63,16709.8,0.94791,0.47707,0.79419,0.90698,0.69773,0.80225,0.57133,0.8427,0.41495,0.78487,0.003862,0.003862,0.003862
64,16997.6,0.94831,0.4764,0.79361,0.90672,0.69752,0.80219,0.57122,0.84287,0.4143,0.7848,0.003763,0.003763,0.003763
65,17294,0.94562,0.47446,0.79356,0.90696,0.69703,0.80229,0.57149,0.84226,0.41378,0.78466,0.003664,0.003664,0.003664
66,17588.4,0.94153,0.47211,0.7924,0.90705,0.69725,0.80265,0.57161,0.84188,0.4136,0.78459,0.003565,0.003565,0.003565
67,17884.7,0.94359,0.46948,0.79405,0.90695,0.69761,0.80273,0.5724,0.84105,0.41316,0.78449,0.003466,0.003466,0.003466
68,18179.8,0.94073,0.46926,0.79315,0.90827,0.69737,0.80295,0.5726,0.84062,0.41301,0.78438,0.003367,0.003367,0.003367
69,18477,0.93707,0.46818,0.79227,0.9081,0.69759,0.80326,0.57306,0.83962,0.41222,0.78431,0.003268,0.003268,0.003268
70,18773.1,0.93337,0.46799,0.79188,0.90867,0.69761,0.80369,0.57385,0.83896,0.41152,0.78422,0.003169,0.003169,0.003169
71,19073.7,0.92906,0.46354,0.79296,0.90916,0.69773,0.80374,0.57434,0.83821,0.41098,0.78418,0.00307,0.00307,0.00307
72,19363.1,0.93126,0.46497,0.79221,0.90961,0.69804,0.80395,0.57455,0.83735,0.4103,0.7841,0.002971,0.002971,0.002971
73,19655.9,0.92461,0.4613,0.79282,0.90943,0.69846,0.80407,0.57542,0.83612,0.40972,0.784,0.002872,0.002872,0.002872
74,19949.1,0.92233,0.45715,0.79182,0.90902,0.69891,0.80424,0.57618,0.83543,0.40861,0.78392,0.002773,0.002773,0.002773
75,20244.6,0.91924,0.45791,0.79098,0.90905,0.69905,0.80454,0.57701,0.83413,0.40819,0.78381,0.002674,0.002674,0.002674
76,20542.4,0.91551,0.45384,0.79053,0.90878,0.69895,0.80476,0.5772,0.833,0.40717,0.78378,0.002575,0.002575,0.002575
77,20842.1,0.91411,0.45315,0.79097,0.90998,0.69917,0.80538,0.57792,0.83282,0.40667,0.78362,0.002476,0.002476,0.002476
78,21141.7,0.91363,0.45291,0.79075,0.91,0.69893,0.80534,0.57821,0.83172,0.40598,0.78352,0.002377,0.002377,0.002377
79,21436.5,0.90963,0.45039,0.79112,0.9094,0.69994,0.80564,0.5789,0.83073,0.4055,0.78342,0.002278,0.002278,0.002278
80,21736.6,0.90647,0.44609,0.79028,0.90955,0.70038,0.80618,0.57944,0.83,0.40514,0.78337,0.002179,0.002179,0.002179
81,22029.3,0.89928,0.44476,0.78988,0.90908,0.70059,0.80635,0.57978,0.8302,0.40475,0.7833,0.00208,0.00208,0.00208
82,22331.3,0.90189,0.44576,0.78855,0.9098,0.7003,0.80672,0.58019,0.82994,0.4043,0.78323,0.001981,0.001981,0.001981
83,22627.7,0.89935,0.44063,0.78969,0.90968,0.70055,0.80679,0.58072,0.82926,0.40385,0.78311,0.001882,0.001882,0.001882
84,22926.2,0.90015,0.44057,0.78894,0.90934,0.70136,0.80733,0.58129,0.82805,0.4029,0.78308,0.001783,0.001783,0.001783
